Name, a (au), e, i (deg), O (deg), w (deg), d0 (au), k (Re/yr), phi0 (deg), epsilon (au), eta, MEI
2004 GB19, 1.356, 0.366, 1.284, 162.734, 327.510, 0.011113, 0.1840, 95.1, 0.000483, 0.0414, 3.2
2004 GC19, 2.138, 0.559, 8.595, 199.453, 49.558, 0.035372, 1.2248, 61.8, 0.003195, 0.0787, 5.5
2004 HB, 2.387, 0.580, 8.219, 20.970, 213.084, 0.030741, 0.6899, --, 0.010098, 0.2935, 5.5
2004 HD, 1.928, 0.465, 2.541, 214.725, 343.650, 0.029706, -0.0976, --, 0.002786, 0.0950, 5.4
2004 HE, 1.773, 0.609, 9.479, 208.019, 79.620, 0.000074, 2.3143, 73.5, 0.001207, 0.1168, 0.5
2004 HL, 1.554, 0.346, 3.401, 29.305, 170.470, 0.014115, -0.0817, --, 0.000824, 0.0604, 4.2
2004 HM, 1.331, 0.409, 11.575, 205.269, 283.781, 0.003132, -0.6894, 300.1, 0.000497, 0.1712, 0.3
2004 HZ, 1.303, 0.442, 4.224, 204.113, 97.382, 0.000789, 0.4226, 260.3, 0.000261, 0.0982, 0.3
2004 HA1, 2.710, 0.719, 19.082, 28.796, 259.159, 0.081697, 5.0473, 297.2, 0.024014, 0.2464, 6.7
2004 HQ1, 1.109, 0.271, 4.417, 29.455, 93.511, 0.001735, -0.8672, 72.8, 0.000567, 0.1538, 0.4
2004 HD2, 2.322, 0.832, 15.063, 24.222, 64.388, 0.024374, -11.1354, 77.9, 0.007200, 0.1512, 0.7
2004 HF12, 2.137, 0.649, 13.412, 21.805, 105.959, 0.021990, -3.4141, 65.3, 0.004180, 0.2935, 0.6
2004 HG12, 1.442, 0.345, 26.524, 208.122, 48.619, 0.026766, 0.1775, 26.8, 0.000345, 0.0125, 5.2
2004 HH20, 1.778, 0.418, 4.125, 32.542, 199.308, 0.031108, 1.4871, 327.0, 0.001048, 0.0279, 5.5
2004 HC33, 1.765, 0.429, 11.253, 212.270, 20.526, 0.018044, 0.0890, 29.5, 0.002987, 0.1601, 4.4
2004 HH33, 1.372, 0.113, 27.474, 40.333, 174.597, 0.209214, 0.0188, 359.8, 0.000259, 0.0012, 8.0
2004 HT38, 1.733, 0.376, 13.114, 40.020, 152.270, 0.099410, -0.2457, 21.1, 0.001487, 0.0151, 6.3
2004 HA39, 2.149, 0.539, 36.147, 203.926, 67.442, 0.209281, -0.7639, 37.8, 0.002796, 0.0135, 8.4
2004 HB39, 1.931, 0.454, 5.497, 173.974, 65.504, 0.094021, 0.2734, 58.7, 0.001380, 0.0145, 6.3
2004 HC39, 1.814, 0.501, 14.653, 56.042, 224.299, 0.007362, -0.9474, 132.7, 0.001352, 0.2823, 0.4
2004 HW53, 2.180, 0.581, 39.120, 32.625, 95.830, 0.263765, -0.1552, 44.6, 0.002084, 0.0079, 8.3
2004 HX53, 1.193, 0.334, 3.558, 64.388, 241.742, 0.020469, -0.3053, 101.3, 0.000177, 0.0092, 4.3
2004 HR56, 1.554, 0.436, 5.962, 40.858, 88.258, 0.061926, -0.3975, 76.0, 0.001305, 0.0218, 6.3
2004 HS56, 1.441, 0.286, 30.033, 41.683, 196.368, 0.030698, -0.0198, 351.4, 0.000339, 0.0111, 5.1
2004 HT59, 0.980, 0.223, 11.129, 214.636, 112.200, 0.007098, 0.2647, 51.7, 0.000555, 0.0683, 3.3
2004 JB, 2.402, 0.517, 13.226, 57.904, 141.637, 0.203971, -0.7018, --, 0.019270, 0.0941, 7.6
2004 JC, 2.472, 0.673, 8.961, 107.522, 186.757, 0.131541, -1.3252, 110.7, 0.011260, 0.0906, 7.6
2004 JN1, 1.085, 0.176, 1.502, 143.813, 1.987, 0.023482, -0.3903, 264.1, 0.000540, 0.0248, 4.3
2004 JO1, 1.023, 0.475, 21.574, 69.715, 286.319, 0.057384, -0.6108, 126.4, 0.000606, 0.0110, 6.4
2004 JP1, 1.134, 0.219, 20.928, 56.591, 253.980, 0.005979, 0.3735, 329.5, 0.000431, 0.0562, 2.3
2004 JR1, 2.891, 0.593, 28.602, 131.264, 168.803, 0.208489, 0.4910, --, 0.040802, 0.2023, 7.7
2004 JO12, 1.391, 0.255, 21.702, 231.741, 16.792, 0.033388, 0.1067, 10.7, 0.000316, 0.0093, 5.1
2004 JP12, 1.908, 0.777, 8.244, 215.934, 263.769, 0.038741, -0.1970, 100.0, 0.007326, 0.1958, 5.5
2004 JO20, 1.470, 0.433, 10.253, 234.357, 68.261, 0.008189, 0.7557, 63.3, 0.000317, 0.0281, 3.4
2004 JU20, 1.494, 0.275, 5.597, 52.456, 138.841, 0.098303, -0.1856, 28.3, 0.000447, 0.0046, 6.2
2004 JV20, 1.320, 0.341, 25.200, 53.342, 252.529, 0.037850, 0.4955, 323.9, 0.000412, 0.0103, 5.3
2004 KA, 2.007, 0.485, 7.927, 211.589, 79.952, 0.125873, 0.6862, 68.3, 0.001783, 0.0138, 7.4
2004 KB, 1.188, 0.289, 20.678, 230.918, 243.244, 0.022242, -0.3164, 148.6, 0.000221, 0.0106, 4.3
2004 KZ, 1.289, 0.375, 12.414, 58.354, 101.114, 0.011757, -0.7055, 56.9, 0.000310, 0.0354, 2.4
2004 KF1, 2.119, 0.443, 9.421, 241.957, 5.575, 0.169665, 0.1180, 5.4, 0.005951, 0.0350, 7.5
2004 KG1, 0.830, 0.407, 1.908, 242.428, 214.222, 0.003225, -0.5935, 275.0, 0.000780, 0.2899, 0.3
2004 KN10, 2.024, 0.455, 7.641, 234.709, 20.628, 0.104320, 0.0283, 21.0, 0.006358, 0.0610, 6.5
2004 KF15, 1.830, 0.355, 11.078, 229.092, 34.600, 0.191567, 0.1674, 25.2, 0.001139, 0.0059, 7.3
2004 KE17, 2.803, 0.622, 27.028, 68.790, 175.736, 0.102299, -3.9140, --, 0.054803, 0.6569, 5.8
2004 KF17, 1.850, 0.477, 13.215, 69.905, 212.591, 0.004500, 0.6188, 320.3, 0.001158, 0.1579, 2.4
2004 KG17, 1.508, 0.321, 0.488, 102.178, 149.202, 0.011657, -0.0010, 22.1, 0.001030, 0.0890, 3.2
2004 LB, 1.051, 0.053, 37.328, 254.009, 144.708, 0.019393, 0.0435, 3.4, 0.000434, 0.0221, 4.1
2004 LC, 2.103, 0.551, 5.298, 244.740, 331.221, 0.009397, 0.9831, 114.4, 0.005887, 0.4313, 3.5
2004 LK, 2.092, 0.512, 7.793, 75.781, 230.281, 0.072571, 0.5999, 305.2, 0.005347, 0.0706, 6.5
2004 LV, 1.663, 0.622, 2.313, 216.724, 133.351, 0.025455, 0.4910, 265.6, 0.000169, 0.0061, 5.3
2004 LB1, 1.280, 0.246, 22.961, 82.885, 125.865, 0.033028, -0.2523, 23.5, 0.000217, 0.0068, 5.2
2004 LB2, 1.331, 0.571, 6.841, 261.235, 106.764, 0.010473, 0.7648, 80.0, 0.000444, 0.0331, 3.4
2004 LD2, 2.853, 0.557, 10.944, 237.459, 42.431, 0.339069, -22.7675, --, 0.060172, 0.2454, 7.9
2004 LO2, 0.916, 0.351, 25.445, 82.590, 309.445, 0.013471, 0.3264, 319.8, 0.000309, 0.0207, 4.3
2004 LX5, 1.304, 0.212, 13.584, 83.226, 172.948, 0.013444, -0.0265, 3.8, 0.000589, 0.0447, 4.1
2004 LY5, 1.831, 0.778, 16.054, 86.803, 295.657, 0.018139, 4.0063, 284.1, 0.001278, 0.0362, 4.6
2004 LZ5, 2.595, 0.552, 24.898, 262.688, 320.431, 0.223826, 4.4375, 333.0, 0.018399, 0.0763, 8.7
2004 LA6, 1.692, 0.355, 18.309, 244.505, 74.880, 0.236991, 0.6558, 45.5, 0.000615, 0.0026, 8.4
2004 LA10, 2.505, 0.575, 1.081, 138.990, 141.968, 0.131239, -10.5951, --, 0.081036, 1.1568, 3.8
2004 MC, 2.438, 0.594, 2.419, 91.212, 204.060, -0.002205, 0.9403, --, 0.007922, 1.1988, 0.4
2004 MN1, 1.421, 0.407, 30.178, 84.464, 249.255, 0.016721, 0.3637, 326.0, 0.000294, 0.0161, 4.3
2004 MO1, 2.102, 0.504, 56.483, 83.609, 207.524, 0.064740, -3.7518, 348.5, 0.004295, 0.0861, 5.6
2004 MP1, 1.773, 0.435, 8.637, 266.512, 327.123, 0.026699, -1.2208, 317.2, 0.001785, 0.0881, 4.5
2004 MR1, 1.522, 0.373, 1.781, 87.726, 221.193, 0.001100, 0.2381, 279.4, 0.000353, 0.1565, 0.2
2004 MS1, 2.277, 0.590, 7.031, 262.746, 325.022, 0.010887, 1.2815, --, 0.007561, 0.5383, 2.5
2004 MV2, 1.818, 0.478, 6.621, 103.299, 106.160, 0.065921, -0.7906, 70.4, 0.001110, 0.0177, 6.4
2004 MX2, 2.762, 0.719, 18.094, 116.151, 243.786, 0.002777, -8.4722, --, 0.009407, 0.2495, 0.7
2004 MO3, 1.232, 0.336, 2.554, 252.531, 297.992, 0.011623, 0.3289, 98.9, 0.000330, 0.0252, 3.3
2004 MP3, 2.610, 0.514, 15.827, 146.985, 158.664, 0.273817, -0.0725, 16.0, 0.019078, 0.0706, 8.6
2004 MO4, 1.699, 0.388, 2.219, 106.391, 188.490, 0.023075, 0.0020, --, 0.001021, 0.0444, 4.2
2004 MB6, 2.571, 0.707, 11.118, 134.078, 229.872, 0.065421, -8.3792, --, 0.016425, 0.4052, 0.7
2004 ME6, 2.405, 0.585, 9.541, 112.021, 210.430, 0.029790, 1.1270, --, 0.011325, 0.3192, 4.6
2004 MQ6, 1.835, 0.649, 35.511, 105.748, 256.405, 0.070470, -1.0764, 137.6, 0.000789, 0.0120, 6.4
2004 MP7, 2.732, 0.718, 17.653, 94.991, 112.464, 0.010237, -6.3205, --, 0.011149, 0.3836, 0.7
2004 NF3, 2.064, 0.478, 0.782, 269.669, 23.112, 0.065195, 4.0549, 5.3, 0.006393, 0.0824, 6.6
2004 NU7, 2.236, 0.545, 0.841, 135.835, 135.424, 0.013775, -0.3643, --, 0.004485, 0.3506, 3.4
2004 NK8, 1.327, 0.281, 15.938, 289.933, 302.721, 0.035659, -0.3839, 323.7, 0.000315, 0.0093, 5.3
2004 NM8, 2.515, 0.510, 4.315, 49.587, 223.691, 0.280488, -10.5162, --, 0.056644, 0.2616, 7.8
2004 OD4, 2.037, 0.514, 4.359, 294.562, 336.074, 0.007025, -1.7594, --, 0.005881, 0.7731, 0.4
2004 OF6, 2.189, 0.413, 8.948, 38.955, 262.968, 0.319244, 0.0141, 322.3, 0.003054, 0.0096, 8.4
2004 OW10, 1.224, 0.250, 1.504, 102.021, 131.371, 0.004371, 0.6715, 262.1, 0.000567, 0.0782, 2.4
2004 PJ, 2.250, 0.534, 5.407, 139.298, 145.512, 0.057612, 1.6644, --, 0.005002, 0.0772, 6.5
2004 PM2, 2.570, 0.526, 12.558, 153.491, 200.804, 0.201918, 1.5791, --, 0.024900, 0.1208, 7.6
2004 PZ19, 2.042, 0.550, 6.883, 138.603, 223.496, 0.006166, 0.4828, 295.1, 0.004932, 0.7802, 0.4
2004 PE20, 2.213, 0.430, 4.234, 166.677, 177.261, 0.252663, -0.0309, 1.7, 0.003016, 0.0119, 8.4
2004 PF20, 1.569, 0.295, 17.404, 317.988, 335.089, 0.110387, -0.1617, 342.7, 0.000442, 0.0040, 7.2
2004 PG20, 1.442, 0.267, 5.199, 320.183, 340.023, 0.047808, -0.1601, 336.0, 0.000323, 0.0069, 5.2
2004 PY27, 2.303, 0.442, 4.775, 12.789, 273.846, 0.287614, -0.1887, 337.9, 0.006191, 0.0215, 8.5
2004 PS42, 1.242, 0.168, 23.194, 304.291, 323.562, 0.047286, -0.1034, 346.6, 0.000172, 0.0037, 5.1
2004 PU42, 1.574, 0.444, 0.992, 146.946, 232.534, 0.001037, -0.1696, 93.5, 0.000366, 0.4767, 0.1
2004 PR92, 1.133, 0.340, 12.982, 321.474, 100.346, 0.025294, 0.4177, 233.6, 0.000467, 0.0173, 5.3
2004 PS92, 2.586, 0.500, 26.399, 326.785, 279.481, 0.511589, -0.2957, 309.8, 0.010977, 0.0216, 9.6
2004 PB97, 1.234, 0.162, 10.960, 140.660, 160.573, 0.027827, -0.1631, 15.5, 0.000195, 0.0072, 5.2
2004 PD97, 2.286, 0.493, 8.208, 139.587, 173.673, 0.146311, -0.2453, 6.1, 0.006143, 0.0421, 7.5
2004 QB, 2.111, 0.655, 11.078, 130.430, 112.679, 0.015645, 3.5721, 249.2, 0.005038, 0.1507, 4.6
2004 QZ1, 1.865, 0.711, 5.506, 257.660, 186.675, 0.093376, -0.2064, 266.1, 0.000175, 0.0019, 6.2
2004 QA2, 2.123, 0.515, 8.366, 132.739, 159.508, 0.028089, -0.7418, 33.2, 0.005107, 0.2049, 4.5
2004 QX2, 1.287, 0.903, 18.905, 319.929, 219.063, 0.038944, 2.2602, 101.1, 0.000353, 0.0072, 5.5
2004 QB3, 0.950, 0.416, 14.303, 327.079, 232.299, 0.018584, -0.5330, 297.2, 0.001604, 0.0943, 4.4
2004 QC3, 2.134, 0.391, 7.188, 126.644, 217.652, 0.304220, 0.0110, 344.0, 0.002879, 0.0095, 8.4
2004 QD3, 1.466, 0.388, 32.051, 342.615, 108.226, 0.102068, -0.0965, 32.2, 0.000341, 0.0034, 7.2
2004 QR4, 1.957, 0.495, 2.658, 149.059, 209.372, 0.006627, 0.3283, 292.0, 0.000906, 0.1160, 2.3
2004 QN5, 2.109, 0.405, 5.617, 335.673, 343.165, 0.246913, -0.3980, 351.9, 0.003888, 0.0158, 8.4
2004 QO5, 1.980, 0.495, 9.174, 149.705, 214.199, 0.033373, 0.6111, 317.5, 0.001926, 0.0536, 5.4
2004 QG13, 0.953, 0.174, 56.301, 151.824, 9.275, 0.104342, 0.0073, 3.1, 0.000400, 0.0038, 7.1
2004 QJ13, 2.024, 0.481, 3.023, 147.447, 185.999, 0.040479, -0.0017, 355.6, 0.004273, 0.1053, 5.4
2004 QF14, 1.977, 0.508, 2.761, 283.502, 8.114, 0.017495, -0.3386, 254.1, 0.000835, 0.0516, 4.3
2004 QG20, 2.342, 0.450, 7.616, 169.448, 209.129, 0.293541, 0.1694, 347.1, 0.006204, 0.0210, 8.5
2004 QA22, 0.951, 0.123, 0.577, 174.706, 28.281, 0.005577, -0.9834, 85.8, 0.002296, 0.5026, 0.3
2004 QN22, 2.484, 0.591, 7.117, 163.022, 187.700, -0.004538, 12.4242, --, 0.015502, 0.2808, 3.8
2004 RV2, 1.391, 0.226, 19.640, 329.382, 34.296, 0.097214, 0.1059, 15.4, 0.000258, 0.0026, 6.1
2004 RW2, 1.423, 0.304, 8.329, 334.115, 46.361, 0.038524, 0.3780, 43.8, 0.000313, 0.0078, 5.3
2004 RJ9, 2.822, 0.627, 22.860, 300.467, 342.087, 0.130675, -1.2708, --, 0.079947, 0.6786, 6.8
2004 RQ10, 1.865, 0.441, 5.682, 335.221, 349.556, 0.032442, -0.2241, 340.3, 0.001224, 0.0387, 5.3
2004 RW10, 2.350, 0.595, 3.110, 206.058, 71.826, 0.034689, 0.9962, 81.5, 0.002614, 0.0675, 5.4
2004 RY10, 1.677, 0.623, 15.524, 165.674, 283.490, 0.043848, 1.8859, 117.1, 0.000755, 0.0145, 5.5
2004 RB11, 2.111, 0.507, 3.209, 161.687, 194.144, 0.035449, 0.1511, --, 0.004392, 0.1201, 5.4
2004 RC11, 1.827, 0.466, 1.865, 147.546, 162.093, 0.005371, 0.2608, 258.4, 0.000494, 0.0782, 2.2
2004 RS25, 2.127, 0.479, 6.672, 178.825, 145.701, 0.117132, -0.4926, 30.4, 0.003888, 0.0338, 7.4
2004 RC80, 1.553, 0.324, 13.941, 347.142, 353.898, 0.043802, -0.1254, 351.7, 0.000514, 0.0119, 5.2
2004 RE84, 1.674, 0.606, 1.996, 321.912, 131.857, 0.020115, 0.2996, 265.8, 0.000241, 0.0112, 4.3
2004 RQ109, 3.085, 0.596, 20.977, 162.974, 221.839, 0.272951, -3.4143, --, 0.039331, 0.1442, 8.7
2004 RS109, 2.333, 0.495, 33.864, 173.164, 193.160, 0.179015, -1.0785, 353.4, 0.004989, 0.0285, 7.5
2004 RU109, 1.532, 0.489, 5.849, 171.277, 250.756, 0.000619, -0.6335, 104.9, 0.000300, 0.1099, 0.3
2004 RY109, 1.628, 0.425, 26.133, 352.351, 306.848, 0.047887, -0.2389, 327.2, 0.000520, 0.0111, 5.3
2004 RN111, 1.668, 0.394, 12.609, 349.715, 331.499, 0.034205, -0.3950, 327.9, 0.000677, 0.0208, 5.3
2004 RO111, 0.961, 0.332, 5.401, 199.181, 281.103, 0.023554, -0.5367, 106.7, 0.000291, 0.0136, 4.3
2004 RG164, 1.608, 0.378, 1.279, 175.986, 147.998, 0.006577, -0.2357, 76.5, 0.000271, 0.0481, 2.2
2004 RU164, 3.357, 0.619, 12.708, 114.305, 232.717, 0.240838, -4.8438, --, 0.097865, 0.3997, 7.8
2004 RV164, 2.398, 0.580, 2.563, 326.121, 2.777, -0.004979, 0.3239, --, 0.012519, 1.1625, 0.5
2004 RX164, 1.706, 0.484, 12.487, 185.760, 102.471, 0.079501, -1.2418, 63.2, 0.000703, 0.0095, 6.5
2004 RY164, 1.726, 0.315, 35.860, 357.836, 58.200, 0.305109, -0.4375, 23.2, 0.000477, 0.0016, 8.3
2004 RZ164, 2.562, 0.607, 13.848, 74.727, 345.981, 0.043294, -1.2316, --, 0.032477, 0.9998, 3.7
2004 RX165, 2.332, 0.506, 7.893, 28.703, 331.161, 0.156213, -0.1605, 337.0, 0.006067, 0.0388, 7.5
2004 RL251, 2.529, 0.593, 1.376, 278.337, 57.527, 0.014445, -0.5600, --, 0.012626, 0.6964, 3.5
2004 RN251, 1.655, 0.528, 4.392, 179.469, 246.116, 0.003952, -0.5767, 101.1, 0.000293, 0.1155, 0.3
2004 RC252, 1.304, 0.128, 19.201, 175.346, 56.508, 0.191260, 0.2869, 20.1, 0.000713, 0.0037, 7.3
2004 RQ252, 1.124, 0.388, 7.747, 25.369, 82.961, 0.000638, 0.4027, 250.8, 0.000654, 0.2836, 0.3
2004 RH357, 1.515, 0.429, 2.620, 359.955, 76.992, 0.016290, 0.3489, 82.0, 0.000287, 0.0162, 4.3
2004 SA, 2.277, 0.538, 18.423, 173.779, 183.663, 0.044881, 0.0655, 358.7, 0.005553, 0.1217, 5.4
2004 SR, 1.147, 0.161, 8.629, 354.691, 297.726, 0.024453, -0.3151, 316.6, 0.000565, 0.0241, 4.3
2004 SS, 2.197, 0.529, 6.519, 1.352, 353.365, 0.034299, -0.2867, --, 0.003284, 0.0980, 5.4
2004 SA1, 1.185, 0.151, 17.120, 355.865, 327.843, 0.021769, -0.1935, 343.8, 0.000183, 0.0087, 4.2
2004 SB1, 1.179, 0.482, 10.336, 354.264, 128.208, 0.078963, 0.5173, 76.7, 0.000160, 0.0020, 6.3
2004 ST2, 0.955, 0.187, 22.301, 356.748, 227.132, 0.046661, -0.2055, 333.8, 0.000487, 0.0107, 5.2
2004 SY4, 2.408, 0.581, 8.089, 4.854, 24.159, 0.021470, 0.9424, --, 0.010857, 0.3912, 4.6
2004 SA20, 2.415, 0.712, 3.003, 133.288, 149.819, 0.037551, 1.8488, 264.3, 0.003049, 0.0684, 5.5
2004 SD26, 2.039, 0.772, 4.859, 117.582, 359.711, 0.035520, -19.5600, --, 0.083428, 0.9998, 6.1
2004 SE26, 1.729, 0.456, 10.744, 176.828, 140.346, 0.005961, -0.7043, 50.4, 0.000785, 0.2429, 0.4
2004 SR26, 1.398, 0.275, 8.036, 358.008, 354.501, 0.010395, -0.1337, 346.6, 0.000410, 0.0416, 3.2
2004 SS26, 1.591, 0.443, 32.196, 180.207, 238.820, 0.033036, -0.0571, 330.8, 0.000481, 0.0147, 5.1
2004 ST26, 1.755, 0.675, 7.311, 358.646, 266.855, 0.004901, -0.3713, 100.1, 0.003085, 0.7831, 0.4
2004 SU26, 1.441, 0.549, 14.172, 183.922, 84.158, 0.018133, -1.3336, 245.3, 0.000584, 0.0469, 3.5
2004 SW26, 0.738, 0.416, 18.407, 180.254, 359.538, 0.041368, -0.0407, 2.4, 0.000197, 0.0048, 5.0
2004 SU55, 1.375, 0.237, 1.155, 178.187, 200.564, 0.050527, -0.0460, 353.8, 0.000572, 0.0113, 5.1
2004 SC56, 0.768, 0.428, 4.783, 201.810, 322.974, 0.010543, -0.6750, 105.0, 0.000300, 0.0388, 2.4
2004 TA1, 0.909, 0.250, 13.501, 14.424, 200.467, 0.090795, 0.3829, 315.8, 0.001991, 0.0215, 6.3
2004 TN1, 2.757, 0.695, 8.391, 213.569, 233.948, 0.014418, 7.7829, --, 0.033495, 0.9002, 1.7
2004 TE8, 1.753, 0.681, 20.623, 21.762, 217.706, 0.255195, -3.1835, 275.5, 0.001841, 0.0076, 8.6
2004 TB10, 1.103, 0.094, 22.504, 12.823, 149.919, 0.011959, -0.0360, 4.2, 0.000195, 0.0165, 3.0
2004 TD10, 0.751, 0.443, 2.600, 47.881, 137.231, 0.010154, -0.8498, 261.6, 0.001911, 0.2499, 2.4
2004 TE10, 2.499, 0.669, 0.492, 44.464, 277.352, 0.002266, 0.3210, 270.8, 0.001688, 0.4323, 1.3
2004 TF10, 1.420, 0.337, 8.952, 297.330, 347.964, 0.060404, 0.2962, 143.3, 0.000332, 0.0054, 6.3
2004 TG10, 2.237, 0.861, 4.195, 204.858, 317.626, 0.019961, 8.0776, 271.7, 0.008608, 0.1507, 4.7
2004 TJ10, 1.306, 0.330, 24.745, 195.538, 251.061, 0.044082, 0.3681, 327.0, 0.000614, 0.0134, 5.3
2004 TL10, 2.651, 0.657, 9.506, 9.999, 325.545, 0.004627, 2.8260, --, 0.012090, 0.6595, 2.6
2004 TU11, 2.503, 0.521, 5.262, 207.476, 206.341, 0.249071, 7.7199, 348.7, 0.059387, 0.2234, 8.8
2004 TV11, 2.273, 0.517, 7.481, 19.323, 330.097, 0.106812, -0.5738, 330.6, 0.006279, 0.0597, 6.5
2004 TW11, 1.384, 0.276, 10.605, 18.288, 43.138, 0.054163, 0.3380, 33.1, 0.000400, 0.0072, 6.3
2004 TT12, 2.500, 0.543, 0.728, 184.003, 197.668, 0.174395, 1.2694, 358.5, 0.028985, 0.1691, 7.7
2004 TP13, 0.976, 0.162, 36.528, 12.558, 138.676, 0.081034, 0.0051, 11.5, 0.000281, 0.0035, 6.0
2004 TK14, 1.620, 0.235, 10.216, 357.667, 72.089, 0.306950, 0.2491, 35.0, 0.000464, 0.0015, 8.3
2004 TC18, 1.335, 0.363, 8.383, 206.453, 103.512, 0.028559, -0.6268, 66.3, 0.000380, 0.0147, 4.4
2004 TD18, 1.747, 0.546, 3.895, 186.723, 291.375, 0.004328, -0.7455, 279.7, 0.000564, 0.1891, 0.3
2004 TE18, 2.114, 0.408, 8.986, 35.099, 324.852, 0.264285, -0.1739, 338.7, 0.003149, 0.0119, 8.4
2004 TN20, 0.947, 0.259, 14.095, 203.014, 56.568, 0.023076, -0.2011, 49.4, 0.002167, 0.1025, 4.3
2004 TO20, 1.438, 0.295, 9.561, 207.684, 123.756, 0.083305, -0.5321, 47.9, 0.000317, 0.0039, 6.3
2004 UB, 1.366, 0.618, 6.375, 242.877, 36.857, 0.069295, -0.5477, 87.0, 0.000193, 0.0029, 6.3
2004 UE, 2.633, 0.646, 14.571, 225.435, 217.668, 0.015889, 2.2860, --, 0.017170, 0.7044, 3.6
2004 UR, 1.559, 0.406, 2.437, 28.594, 56.766, 0.012132, 0.3615, 78.3, 0.000465, 0.0339, 3.3
2004 UH1, 0.953, 0.396, 3.695, 29.529, 120.897, 0.002211, 0.3854, 81.3, 0.000155, 0.0409, 1.3
2004 US1, 1.284, 0.451, 21.409, 223.326, 74.304, 0.064910, -0.7074, 227.5, 0.000329, 0.0053, 6.4
2004 UT1, 0.969, 0.222, 4.411, 211.308, 293.904, 0.006182, 0.4271, 289.7, 0.000563, 0.0708, 2.3
2004 UV1, 2.820, 0.651, 20.781, 76.388, 20.462, -0.003286, 7.0107, --, 0.042902, 1.1668, 0.7
2004 VP, 1.656, 0.429, 11.696, 45.695, 71.132, 0.102590, 0.8954, 56.5, 0.000639, 0.0060, 7.4
2004 VW, 1.501, 0.514, 12.677, 223.466, 258.190, 0.003500, 1.0905, 296.5, 0.000552, 0.0679, 2.4
2004 VZ, 0.941, 0.244, 16.225, 225.716, 297.163, 0.003771, 0.2665, 320.2, 0.000393, 0.0804, 2.2
2004 VH1, 1.552, 0.472, 32.793, 43.240, 88.677, 0.153209, -0.2550, 43.1, 0.002057, 0.0136, 7.3
2004 VJ1, 0.944, 0.164, 1.295, 233.286, 332.296, 0.013524, 0.2133, 275.7, 0.000376, 0.0260, 4.2
2004 VY14, 1.961, 0.651, 7.019, 60.346, 230.419, 0.057603, -1.6936, 103.9, 0.001111, 0.0220, 5.5
2004 VZ14, 1.528, 0.525, 4.611, 41.410, 280.261, 0.002909, -0.8943, 279.4, 0.000693, 0.1892, 0.3
2004 VM24, 1.140, 0.429, 2.919, 230.954, 277.484, 0.000870, -0.4114, 96.6, 0.000294, 0.1848, 0.3
2004 VZ60, 2.466, 0.581, 3.089, 228.754, 190.962, 0.024218, -0.1964, --, 0.029943, 1.0147, 2.7
2004 VB61, 2.297, 0.497, 9.268, 59.694, 344.279, 0.172361, -0.0175, 346.6, 0.005473, 0.0316, 7.4
2004 VQ65, 1.982, 0.515, 9.243, 67.975, 15.093, 0.012429, -0.5574, 209.5, 0.002678, 0.2634, 2.4
2004 WC1, 0.857, 0.171, 10.322, 54.732, 179.381, 0.012434, -0.3452, 356.5, 0.004753, 0.3675, 3.4
2004 WH1, 1.199, 0.204, 2.660, 238.792, 219.417, 0.002291, 0.3778, 296.0, 0.000520, 0.1390, 1.3
2004 WK1, 1.084, 0.730, 34.464, 51.785, 223.148, 0.042022, -1.4253, 295.6, 0.000206, 0.0057, 5.5
2004 XG, 0.838, 0.298, 1.205, 284.237, 1.655, 0.013014, -0.7858, 87.1, 0.000808, 0.0836, 3.4
2004 XJ, 0.887, 0.170, 12.191, 253.226, 16.474, 0.041389, 0.0258, 21.4, 0.000986, 0.0237, 5.2
2004 XK, 1.560, 0.398, 11.133, 251.224, 220.451, 0.015330, 0.4988, 317.0, 0.000582, 0.0334, 4.3
2004 XO, 1.035, 0.097, 26.008, 249.951, 71.051, 0.019054, -0.1459, 192.3, 0.000367, 0.0200, 4.2
2004 XH3, 1.912, 0.511, 4.018, 266.416, 205.337, 0.007014, -0.5134, 111.9, 0.000927, 0.1897, 1.4
2004 XK3, 1.228, 0.260, 1.481, 57.793, 304.717, 0.001110, -0.4260, 277.6, 0.000599, 0.3734, 0.2
2004 XL4, 1.870, 0.363, 16.781, 241.207, 164.430, 0.208935, 0.0388, 11.8, 0.001066, 0.0051, 8.2
2004 XD6, 1.944, 0.563, 6.667, 66.455, 88.779, 0.066037, -1.2944, 78.3, 0.001099, 0.0182, 6.5
2004 XE6, 1.862, 0.352, 31.152, 82.753, 45.427, 0.301189, -0.4046, 22.2, 0.000900, 0.0030, 8.3
2004 XK14, 0.749, 0.434, 3.097, 306.795, 303.215, 0.025130, -0.5273, 99.5, 0.000309, 0.0135, 4.3
2004 XG29, 1.410, 0.314, 0.154, 302.001, 110.802, 0.001954, -0.0615, 89.1, 0.000096, 0.0566, 0.0
2004 XJ29, 1.998, 0.525, 4.638, 292.781, 107.958, 0.054462, -0.6645, 75.6, 0.001016, 0.0198, 5.4
2004 XK29, 2.402, 0.641, 7.860, 35.233, 339.050, 0.060427, 1.1042, 114.9, 0.005478, 0.0859, 6.5
2004 XL29, 1.375, 0.640, 43.817, 256.147, 320.261, 0.332858, 2.0655, 294.3, 0.000412, 0.0012, 8.5
2004 XM29, 2.139, 0.632, 2.579, 99.505, 60.600, 0.000172, -0.6388, 263.9, 0.000912, 0.2912, 0.4
